Település;ár;terület (m^2);Szobák;Építés típusa;Futés;Emelet;Ing. állapota;Lift;Megye
Vecsés;41 500 000 Ft;55;1 + 2;tégla;gáz (cirko);földszint;újszeru (kevesebb mint 10éves);nem;Pest
Budapest VIII ker;42 950 000 Ft;62;2;tégla;házközponti futés;5;újszeru;igen;Budapest
Budapest VIII ker;42 950 000 Ft;62;2;tégla;házközponti futés;5;újszeru;igen;Budapest
Kecskemét;18 900 000 Ft;63;2;panel;távfutés;5;nincs megadva;nincs;Bács-Kiskun
Vecsés;38 900 000 Ft;95;1 + 3;tégla;gáz (cirko);földszint;újszeru (kevesebb mint 10éves);nem;Pest
Budapest XIV ker;36 300 000 Ft;54;2;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest
Miskolc;13 100 000 Ft;51;2;panel;távfutés;4;nincs megadva;nincs;Borsod-Abaúj-Zemplén
Gyömro;35 600 000 Ft;75;2 + 1;tégla;elektromos;földszint;új építésu;nem;Pest
Budapest XIII ker;79 400 000 Ft;70;3;tégla;távfutés;földszint;jó;igen;Budapest
Budapest VIII ker;24 900 000 Ft;31;1;tégla;elektromos;nincs megadva;nincs megadva;nincs;Budapest
Miskolc;15 790 000 Ft;51;2;panel;távfutés egyedi mérovel;6;nincs megadva;van;Borsod-Abaúj-Zemplén
Budapest XV ker;24 200 000 Ft;47;2;panel;távfutés;nincs megadva;jó állapotú;NA;Budapest
Budapest XIV ker;38 900 000 Ft;68;2 + 1;panel;távfutés egyedi mérovel;4;felújítandó;igen;Budapest
Budapest VI ker;137 000 000 Ft;71;2;tégla;gáz (cirko);2;felújított;igen;Budapest
Solymár;26 900 000 Ft;55;2;tégla;gáz - konvektor;4;nincs megadva;nincs;Pest
Budapest IX ker;46 900 000 Ft;58;2;tégla;gáz (cirko);3;felújított;igen;Budapest
Székesfehérvár;41 900 000 Ft;50;2;tégla;házközponti egyedi mérovel;1;nincs megadva;nincs;Fejér
Budapest IX ker;46 900 000 Ft;58;2;tégla;gáz (cirko);3;felújított;igen;Budapest
Budapest I ker;165 000 000 Ft;90;2 + 1;tégla;gáz (cirko);4;nincs megadva;igen;Budapest
Budapest VII ker;39 900 000 Ft;58;2;tégla;gáz - konvektor;2;nincs megadva;nincs;Budapest
Budapest XI ker;149 076 400 Ft;140;4;tégla;egyéb;földszint;új építésu;nem;Budapest
Budapest XI ker;88 068 500 Ft;90;2 + 2;tégla;egyéb;1;új építésu;nem;Budapest
Budapest VI ker;37 900 000 Ft;39;1 + 1;tégla;gáz (cirko);félemelet;nincs megadva;igen;Budapest
Bicske;50 000 000 Ft;100;3;tégla;egyéb;1;jó állapotú;nem;Fejér
Debrecen;32 900 000 Ft;31;1;tégla;távfutés;3;nincs megadva;van;Hajdú-Bihar
Miskolc;10 700 000 Ft;37;1 + 1;panel;távfutés egyedi mérovel;3;nincs megadva;nincs;Borsod-Abaúj-Zemplén
Budapest XV ker;13 700 000 Ft;22;1;tégla;gáz (cirko);földszint;közepes állapotú;NA;Budapest
Budapest XVIII ker;28 500 000 Ft;54;1 + 1;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest XIV ker;38 900 000 Ft;68;2 + 1;panel;távfutés egyedi mérovel;4;felújítandó;igen;Budapest
Budapest XV ker;13 700 000 Ft;22;1;tégla;gáz (cirko);földszint;közepes állapotú;nem;Budapest
Budapest VIII ker;39 900 000 Ft;76;3;tégla;gáz - konvektor;3;nincs megadva;nincs;Budapest
Szombathely;17 400 000 Ft;60;2;nincs megadva;távfutés;4;közepes állapotú;nem;Vas
Balatonföldvár;21 000 000 Ft;43;1;tégla;elektromos;2;nincs megadva;nincs;Somogy
Sopron;41 500 000 Ft;105;4;tégla;gáz - cirko;1;nincs megadva;nincs;Gyor-Moson-Sopron
Budapest XI ker;52 900 000 Ft;82;2 + 1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest
Pécs;43 600 000 Ft;82;4;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Baranya
Budapest XIV ker;28 800 000 Ft;50;2;nincs megadva;gáz (konvektor);nincs megadva;jó állapotú;NA;Budapest
Budapest VI ker;137 000 000 Ft;71;2;tégla;gáz (cirko);2;felújított;igen;Budapest
Budapest II ker;84 990 000 Ft;95;3 + 1;tégla;gáz (cirko);2;nincs megadva;NA;Budapest
Miskolc;16 990 000 Ft;74;2 + 2;panel;távfutés egyedi mérovel;10;nincs megadva;van;Borsod-Abaúj-Zemplén
Kazincbarcika;13 600 000 Ft;64;2 + 1;tégla;kazán;1;nincs megadva;nincs;Borsod-Abaúj-Zemplén
Budapest VIII ker;38 990 000 Ft;40;2;tégla;elektromos;4;felújított;igen;Budapest
Miskolc;21 627 500 Ft;60;1 + 2;tégla;házközponti egyedi méréssel;4;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VIII ker;47 990 000 Ft;49;2;tégla;elektromos;4;felújított;igen;Budapest
Miskolc;24 907 500 Ft;70;1 + 2;tégla;házközponti egyedi méréssel;1;új építésu;igen;Borsod-Abaúj-Zemplén
Dunaharaszti;53 000 000 Ft;84;4;tégla;gáz (cirko);1;új építésu;nem;Pest
Miskolc;20 807 500 Ft;61;2 + 1;tégla;házközponti egyedi méréssel;földszint;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VIII ker;22 990 000 Ft;22;1;tégla;elektromos;4;felújított;igen;Budapest
Miskolc;25 112 500 Ft;71;1 + 2;tégla;házközponti egyedi méréssel;4;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VII ker;46 500 000 Ft;58;2;tégla;elektromos;2;felújított;NA;Budapest
Dunaharaszti;48 500 000 Ft;73;3;tégla;gáz (cirko);földszint;új építésu;nem;Pest
Budapest VIII ker;25 990 000 Ft;25;1;tégla;elektromos;4;felújított;igen;Budapest
Dunaharaszti;49 000 000 Ft;72;3;tégla;gáz (cirko);földszint;új építésu;nem;Pest
Miskolc;17 000 000 Ft;46;1 + 1;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Borsod-Abaúj-Zemplén
Miskolc;21 832 500 Ft;61;3;tégla;házközponti egyedi méréssel;3;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;24 190 000 Ft;71;1 + 2;tégla;házközponti egyedi méréssel;földszint;új építésu;igen;Borsod-Abaúj-Zemplén
Dunaharaszti;47 000 000 Ft;69;3;tégla;gáz (cirko);földszint;új építésu;nem;Pest
Nyíregyháza;14 500 000 Ft;56;2;tégla;központi futés;2;átlagos;NA;Szabolcs-Szatmár-Bereg
Dunaharaszti;47 000 000 Ft;69;3;tégla;gáz (cirko);földszint;új építésu;nem;Pest
Miskolc;22 242 500 Ft;62;2 + 1;tégla;házközponti egyedi méréssel;3;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;20 705 000 Ft;61;3;tégla;házközponti egyedi méréssel;földszint;új építésu;igen;Borsod-Abaúj-Zemplén
Dunaharaszti;45 900 000 Ft;70;1 + 2;tégla;gáz (cirko);1;új építésu;nem;Pest
Budapest XVIII ker;24 500 000 Ft;53;1 + 2;panel;távfutés;9;jó állapotú;igen;Budapest
Budapest VIII ker;20 900 000 Ft;27;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest
Budapest XI ker;73 500 000 Ft;63;3;tégla;gáz (cirko);1;új építésu;nem;Budapest
Miskolc;23 882 500 Ft;67;3;tégla;házközponti egyedi méréssel;3;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest XIII ker;70 900 000 Ft;67;2 + 1;tégla;gáz (cirko);1;felújított;igen;Budapest
Dunaharaszti;48 500 000 Ft;73;3;tégla;gáz (cirko);földszint;új építésu;NA;Pest
Budapest XVIII ker;44 942 000 Ft;70;3;tégla;elektromos;2;új építésu;NA;Budapest
Székesfehérvár;20 500 000 Ft;44;1 + 1;nincs megadva;távfutés;8;nincs megadva;NA;Fejér
Dunaharaszti;49 000 000 Ft;72;3;tégla;gáz (cirko);földszint;új építésu;NA;Pest
Miskolc;21 730 000 Ft;61;2 + 1;tégla;házközponti egyedi méréssel;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VI ker;33 590 000 Ft;34;1;tégla;gáz (konvektor);1;felújított;igen;Budapest
Dunaharaszti;45 900 000 Ft;70;1 + 2;tégla;gáz (cirko);1;új építésu;NA;Pest
Budapest VIII ker;38 990 000 Ft;40;2;tégla;elektromos;4;felújított;igen;Budapest
Miskolc;23 165 000 Ft;66;1 + 2;tégla;házközponti egyedi méréssel;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest III ker;35 900 000 Ft;42;1;tégla;elektromos;2;felújított;NA;Budapest
Tata;23 800 000 Ft;61;2 + 1;- nem meghatározott -;központi futés;2;jó;NA;Komárom-Esztergom
Budapest VIII ker;47 990 000 Ft;49;2;tégla;elektromos;4;felújított;igen;Budapest
Szolnok;13 900 000 Ft;48;1 + 1;tégla;gáz (konvektor);2;közepes állapotú;NA;Jász-Budapestgykun-Szolnok
Budapest XI ker;36 990 000 Ft;66;1 + 3;panel;házközponti egyedi méréssel;7;felújítandó;igen;Budapest
Miskolc;21 627 500 Ft;60;1 + 2;tégla;házközponti egyedi méréssel;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VIII ker;22 990 000 Ft;22;1;tégla;elektromos;4;felújított;igen;Budapest
Békéscsaba;9 290 000 Ft;65;2;nincs megadva;gáz - konvektor;nincs megadva;nincs megadva;nincs;Békés
Budapest VIII ker;25 990 000 Ft;25;1;tégla;elektromos;4;felújított;igen;Budapest
Dunaharaszti;53 000 000 Ft;84;4;tégla;gáz (cirko);1;új építésu;NA;Pest
Miskolc;25 112 500 Ft;71;1 + 2;tégla;házközponti egyedi méréssel;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest XIV ker;61 700 000 Ft;87;3;tégla;házközponti egyedi méréssel;2;új építésu;NA;Budapest
Budapest XIV ker;75 000 000 Ft;115;4;tégla;gáz (cirko);1;jó állapotú;nem;Budapest
Dunaharaszti;47 000 000 Ft;69;3;tégla;gáz (cirko);földszint;új építésu;NA;Pest
Dunaharaszti;47 000 000 Ft;69;3;tégla;gáz (cirko);földszint;új építésu;NA;Pest
Budapest XIII ker;8 300 000 Ft;8;1;tégla;elektromos;földszint;felújítandó;nem;Budapest
Miskolc;21 730 000 Ft;61;2 + 1;tégla;házközponti egyedi méréssel;1;új építésu;igen;Borsod-Abaúj-Zemplén
Szolnok;13 900 000 Ft;48;1 + 1;tégla;gáz (konvektor);2;közepes állapotú;nem;Jász-Budapestgykun-Szolnok
Budapest XIV ker;75 000 000 Ft;115;4;tégla;gáz (cirko);1;jó állapotú;NA;Budapest
Budapest XI ker;34 900 000 Ft;27;1;tégla;elektromos;2;felújított;NA;Budapest
Miskolc;23 165 000 Ft;66;1 + 2;tégla;házközponti egyedi méréssel;1;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest IV ker;27 900 000 Ft;71;2 + 1;panel;távfutés;nincs megadva;jó állapotú;NA;Budapest
Budapest VIII ker;29 900 000 Ft;59;1 + 1;tégla;gáz (konvektor);félemelet;felújítandó;NA;Budapest
Budapest XI ker;44 900 000 Ft;45;1 + 1;tégla;elektromos;2;felújított;NA;Budapest
Miskolc;24 600 000 Ft;66;1 + 2;tégla;házközponti egyedi méréssel;1;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VII ker;103 000 000 Ft;122;4;tégla;elektromos;2;felújított;NA;Budapest
Miskolc;21 627 500 Ft;60;1 + 2;tégla;házközponti egyedi méréssel;1;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VI ker;450 000 000 Ft;465;11;nincs megadva;nincs megadva;2;felújított;igen;Budapest
Miskolc;21 217 500 Ft;62;2 + 1;tégla;házközponti egyedi méréssel;földszint;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest X ker;22 900 000 Ft;44;2;nincs megadva;távfutés;4;felújítandó;igen;Budapest
Budapest IV ker;19 000 000 Ft;25;0 + 2;tégla;gáz (konvektor);nincs megadva;jó állapotú;NA;Budapest
Vác;21 900 000 Ft;57;2;nincs megadva;távfutés;3;jó állapotú;nem;Pest
Budapest XIII ker;40 900 000 Ft;65;2;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest
Budapest VIII ker;29 500 000 Ft;50;2;panel;házközponti egyedi méréssel;1;jó állapotú;igen;Budapest
Szigetszentmiklós;31 490 000 Ft;61;2 + 1;panel;távfutés;magasföldszint;felújított;NA;Pest
Budapest XX ker;28 900 000 Ft;72;3;panel;távfutés egyedi mérovel;nincs megadva;nincs megadva;van;Budapest
Budapest VIII ker;29 500 000 Ft;50;2;panel;házközponti egyedi méréssel;1;jó állapotú;igen;Budapest
Budapest XIII ker;40 900 000 Ft;65;2;tégla;gáz (konvektor);2;jó állapotú;NA;Budapest
Cegléd;11 500 000 Ft;38;1;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Pest
Budapest I ker;51 990 000 Ft;50;1 + 1;tégla;házközponti futés;földszint;felújítandó;igen;Budapest
Nyíregyháza;24 500 000 Ft;73;3;tégla;cirkó;4;felújított;igen;Szabolcs-Szatmár-Bereg
Budapest V ker;599 000 000 Ft;240;7;tégla;egyéb;tetotér;felújított;igen;Budapest
Budapest XXII ker;25 990 000 Ft;50;2;panel;távfutés;3;felújítandó;NA;Budapest
Szigetszentmiklós;31 490 000 Ft;61;2 + 1;panel;távfutés;magasföldszint;felújított;nem;Pest
Budapest VIII ker;31 500 000 Ft;42;2;tégla;házközponti;6;nincs megadva;van;Budapest
Budapest X ker;22 900 000 Ft;44;2;csúszózsalusbeton;távfutés;4;felújítandó;igen;Budapest
Székesfehérvár;19 800 000 Ft;44;1 + 1;nincs megadva;távfutés;3;nincs megadva;NA;Fejér
Budapest I ker;79 500 000 Ft;89;2 + 1;tégla;távfutés;4;felújítandó;igen;Budapest
Budapest XIII ker;49 900 000 Ft;60;2;tégla;házközponti egyedi méréssel;1;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest VII ker;89 900 000 Ft;94;3;tégla;gáz (cirko);nincs megadva;felújított;NA;Budapest
Budapest X ker;62 872 700 Ft;103;4;te´gla csu´szo´zsalusbeton egye´b;egyéb;4;u´j e´pi´te´su<U+030B>;igen;Budapest
Békéscsaba;11 000 000 Ft;49;2;nincs megadva;gáz (cirkó);nincs megadva;nincs megadva;NA;Békés
Miskolc;12 607 500 Ft;34;1;tégla;házközponti egyedi méréssel;4;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;39 845 030 Ft;77;3;tégla;egyéb;3;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;39 845 030 Ft;77;3;tégla;egyéb;1;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VIII ker;73 900 000 Ft;92;4;tégla;gáz (cirko);2;felújított;NA;Budapest
Miskolc;22 242 500 Ft;62;2 + 1;tégla;házközponti egyedi méréssel;1;új építésu;igen;Borsod-Abaúj-Zemplén
Nagykanizsa;13 300 000 Ft;57;1 + 2;tégla;gáz - konvektor;4;nincs megadva;nincs;Zala
Miskolc;21 730 000 Ft;61;2 + 1;tégla;házközponti egyedi méréssel;3;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest IX ker;26 500 000 Ft;32;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest
Kaposvár;38 900 000 Ft;110;3;tégla;gáz (cirko);magasföldszint;felújított;nem;Somogy
Miskolc;38 338 280 Ft;77;3;tégla;egyéb;1;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;23 882 500 Ft;67;3;tégla;házközponti egyedi méréssel;1;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VIII ker;139 990 000 Ft;157;6;tégla;elektromos;4;felújított;igen;Budapest
Miskolc;68 958 925 Ft;127;4;tégla;egyéb;2;új építésu;igen;Borsod-Abaúj-Zemplén
Balatonfüred;38 000 000 Ft;0;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva;NA;Veszprém
Miskolc;12 607 500 Ft;34;1;tégla;házközponti egyedi méréssel;1;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;29 578 220 Ft;61;2;tégla;egyéb;1;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;23 165 000 Ft;66;1 + 2;tégla;házközponti egyedi méréssel;3;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;22 550 000 Ft;67;1 + 2;tégla;házközponti egyedi méréssel;földszint;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;29 578 220 Ft;61;2;tégla;egyéb;3;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;37 077 120 Ft;76;3;tégla;egyéb;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VII ker;37 900 000 Ft;39;1;tégla;gáz (cirko);2;jó állapotú;NA;Budapest
Budapest VII ker;37 900 000 Ft;39;1;tégla;gáz (cirko);2;jó állapotú;nem;Budapest
Budapest VII ker;24 900 000 Ft;36;1 + 1;tégla;gáz (konvektor);földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Miskolc;11 787 500 Ft;34;1;tégla;házközponti egyedi méréssel;földszint;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;68 926 638 Ft;127;4;tégla;egyéb;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest III ker;57 000 000 Ft;71;2 + 2;tégla;gáz (cirko);félemelet;jó állapotú;NA;Budapest
Miskolc;24 600 000 Ft;66;1 + 2;tégla;házközponti egyedi méréssel;3;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;38 338 280 Ft;77;3;tégla;egyéb;1;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;24 395 000 Ft;72;2 + 1;tégla;házközponti egyedi méréssel;földszint;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VII ker;34 800 000 Ft;43;1 + 1;tégla;gáz (konvektor);földszint;újszeru (kevesebb mint 10éves);igen;Budapest
Gyor;16 630 000 Ft;45;1;tégla;nincs megadva;nincs megadva;nincs megadva;nincs;Gyor-Moson-Sopron
Miskolc;20 500 000 Ft;60;1 + 2;tégla;házközponti egyedi méréssel;földszint;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;21 627 500 Ft;60;1 + 2;tégla;házközponti egyedi méréssel;3;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;38 338 280 Ft;77;3;tégla;egyéb;1;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;37 077 120 Ft;76;3;tégla;egyéb;2;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;25 112 500 Ft;71;1 + 2;tégla;házközponti egyedi méréssel;3;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest II ker;105 900 000 Ft;106;4;tégla;gáz (cirko);3;felújított;igen;Budapest
Pécs;105 000 000 Ft;139;4;tégla;egyéb;földszint;építés alatt;nem;Baranya
Miskolc;38 338 280 Ft;77;3;tégla;egyéb;1;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;37 077 120 Ft;76;3;tégla;egyéb;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VII ker;27 240 000 Ft;27;1;tégla;elektromos;földszint;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest VIII ker;73 900 000 Ft;92;4;tégla;gáz (cirko);2;felújított;nem;Budapest
Miskolc;37 077 120 Ft;76;3;tégla;egyéb;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VII ker;26 100 000 Ft;27;1;tégla;elektromos;földszint;újszeru (kevesebb mint 10éves);igen;Budapest
Miskolc;22 242 500 Ft;62;2 + 1;tégla;házközponti egyedi méréssel;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest XIV ker;24 900 000 Ft;31;1 + 1;tégla;egyéb;földszint;új építésu;NA;Budapest
Budapest VII ker;54 900 000 Ft;73;2 + 1;tégla;gáz - cirko;2;nincs megadva;nincs;Budapest
Budapest XIV ker;24 900 000 Ft;31;1 + 1;tégla;egyéb;földszint;új építésu;nem;Budapest
Miskolc;38 338 280 Ft;77;3;tégla;egyéb;3;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;23 882 500 Ft;67;3;tégla;házközponti egyedi méréssel;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest XI ker;57 400 000 Ft;73;2 + 1;tégla;távfutés;nincs megadva;felújított;NA;Budapest
Budapest XI ker;112 815 000 Ft;104;4;tégla;gáz (cirko);földszint;új építésu;nem;Budapest
Miskolc;21 832 500 Ft;61;3;tégla;házközponti egyedi méréssel;4;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VII ker;27 340 000 Ft;25;1;tégla;elektromos;földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;139 990 000 Ft;157;6;tégla;elektromos;4;felújított;igen;Budapest
Miskolc;12 607 500 Ft;34;1;tégla;házközponti egyedi méréssel;2;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest XI ker;84 142 800 Ft;87;2 + 2;tégla;egyéb;1;új építésu;nem;Budapest
Miskolc;22 242 500 Ft;62;2 + 1;tégla;házközponti egyedi méréssel;4;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;39 845 030 Ft;77;3;tégla;egyéb;1;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;38 338 280 Ft;77;3;tégla;egyéb;3;új építésu;igen;Borsod-Abaúj-Zemplén
Miskolc;23 882 500 Ft;67;3;tégla;házközponti egyedi méréssel;4;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest XI ker;124 545 000 Ft;104;4;tégla;egyéb;2;új építésu;nem;Budapest
Miskolc;21 832 500 Ft;61;3;tégla;házközponti egyedi méréssel;1;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest IX ker;20 550 000 Ft;34;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest
Budapest X ker;54 771 200 Ft;86;3;te´gla csu´szo´zsalusbeton egye´b;egyéb;4;u´j e´pi´te´su<U+030B>;igen;Budapest
Budapest X ker;113 149 000 Ft;227;5;te´gla csu´szo´zsalusbeton egye´b;egyéb;5;u´j e´pi´te´su<U+030B>;igen;Budapest
Budapest X ker;94 374 000 Ft;189;4;te´gla csu´szo´zsalusbeton egye´b;egyéb;5;u´j e´pi´te´su<U+030B>;igen;Budapest
Szentendre;23 490 000 Ft;44;1;nincs megadva;gáz (cirko);nincs megadva;jo´ állapotu´;nem;Pest
Miskolc;38 338 280 Ft;77;3;tégla;egyéb;3;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest XIX ker;47 900 000 Ft;88;3 + 1;tégla;gáz (cirko);földszint;új építésu;nem;Budapest
Budapest XI ker;139 000 000 Ft;120;4 + 1;tégla;gáz (cirko);földszint;új építésu;nem;Budapest
Budapest XIV ker;56 500 000 Ft;77;2 + 1;tégla;házközponti egyedi méréssel;3;építés alatt;igen;Budapest
Miskolc;53 414 800 Ft;93;3;tégla;egyéb;3;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest VIII ker;36 250 000 Ft;45;1 + 1;tégla;házközponti egyedi méréssel;6;új építésu;igen;Budapest
Budapest XII ker;59 000 000 Ft;71;2 + 1;tégla;gáz - cirko;1;nincs megadva;nincs;Budapest
Miskolc;38 338 280 Ft;77;3;tégla;egyéb;3;új építésu;igen;Borsod-Abaúj-Zemplén
Budapest XI ker;46 000 000 Ft;50;2;panel;távfutés egyedi mérovel;4;nincs megadva;nincs;Budapest
Budapest XXII ker;25 999 000 Ft;50;2;panel;távfutés;3;felújítandó;NA;Budapest
Budapest XVII ker;71 400 000 Ft;105;3;tégla;egyéb;nincs megadva;nincs megadva;nincs;Budapest
Budapest XXII ker;25 999 000 Ft;50;2;panel;távfutés;3;felújítandó;nem;Budapest
